60,173
391,1263
615,1743
584,1492
59,95
926,2017
59,130
76,477
544,1246
491,1544
1189,2515
483,1141
25,27
24,56
428,916
78,179
21,61
1056,2014
290,1048
62,155
351,870
284,668
499,1103
3379,6413
3862,11663
504,1251
89,126
234,673
560,1885
20,126
39,56
928,2301
330,1087
455,1078
139,464
637,1796
305,960
1842,5567
263,594
547,1505
100,192
2275,5111
600,827
104,211
